symbol,name,reportDate,fiscalDateEnding,estimate,currency
DECXF,DECXF,2025-08-28,2025-07-31,,USD
DEDVF,DEDVF,2025-08-07,2025-06-30,0.02,USD
DEFTF,DEFTF,2025-08-12,2025-06-30,,CAD
DEI,Douglas Emmett Inc,2025-08-05,2025-06-30,-0.0528,USD
DELHF,DELHF,2025-07-31,2025-06-30,,USD
DELHY,DELHY,2025-08-28,2025-06-30,,USD
DELKY,DELKY,2025-08-21,2025-06-30,,USD
DELL,Dell Technologies Inc - Class C,2025-08-28,2025-07-31,2.28,USD
DELRF,DELRF,2025-07-23,2025-06-30,,USD
DELTF,DELTF,2025-08-19,2025-06-30,,USD
DENN,Denny`s Corp,2025-07-28,2025-06-30,0.1101,USD
DEO,Diageo plc,2025-08-05,2025-06-30,2.8,USD
DERM,Journey Medical Corp,2025-08-12,2025-06-30,-0.1125,USD
DESLF,DESLF,2025-08-04,2025-06-30,,USD
DETRF,DETRF,2025-08-20,2025-06-30,,USD
DEUZF,DEUZF,2025-08-07,2025-06-30,0.07,USD
DEXSF,DEXSF,2025-08-20,2025-06-30,,USD
DFCO,DFCO,2025-09-03,2025-06-30,0,USD
DFDDF,DFDDF,2025-08-20,2025-06-30,0.42,USD
DFDV,DeFi Development Corp,2025-08-14,2025-06-30,-0.01,USD
DFH,Dream Finders Homes Inc - Class A,2025-07-31,2025-06-30,0.6734,USD
DFIFF,DFIFF,2025-08-14,2025-06-30,,USD
DFIHY,DFIHY,2025-07-30,2025-06-30,,USD
DFILF,DFILF,2025-07-22,2025-06-30,,USD
DFIN,Donnelley Financial Solutions Inc,2025-07-29,2025-06-30,1.56,USD
DFKCY,DFKCY,2025-08-06,2025-06-30,,USD
DFRYF,DFRYF,2025-07-31,2025-06-30,,USD
DFS,DFS,2025-07-15,2025-06-30,,USD
DFSC,DEFSEC Technologies Inc Com,2025-08-14,2025-06-30,,USD
DFYFF,DFYFF,2025-07-31,2025-06-30,0.74,USD
DG,Dollar General Corp,2025-08-28,2025-07-31,1.57,USD
DGDCF,DGDCF,2025-08-28,2025-06-30,,USD
DGEAF,DGEAF,2025-08-05,2025-06-30,,USD
DGGXF,DGGXF,2025-08-28,2025-06-30,,USD
DGICA,Donegal Group Inc - Class A,2025-07-23,2025-06-30,0.3919,USD
DGICB,Donegal Group Inc - Class B,2025-07-23,2025-06-30,0.3919,USD
DGII,Digi International Inc,2025-08-07,2025-06-30,0.4733,USD
DGNOF,DGNOF,2025-07-16,2025-06-30,-0.01,CAD
DGTHF,DGTHF,2025-07-29,2025-05-31,,USD
DGTLF,DGTLF,2025-08-27,2025-06-30,,USD
DGWPF,DGWPF,2025-07-23,2025-06-30,,USD
DGX,Quest Diagnostics Inc,2025-07-21,2025-06-30,2.57,USD
DH,Definitive Healthcare Corp - Class A,2025-08-04,2025-06-30,0.05,USD
DHBUF,DHBUF,2025-10-08,2025-09-30,,USD
DHC,Diversified Healthcare Trust,2025-08-04,2025-06-30,-0.235,USD
DHGAF,DHGAF,2025-08-21,2025-06-30,,USD
DHI,D.R. Horton Inc,2025-07-16,2025-06-30,2.91,USD
DHLGY,DHLGY,2025-08-05,2025-06-30,0.725,EUR
DHR,Danaher Corp,2025-07-22,2025-06-30,1.64,USD
DHSBF,DHSBF,2025-08-28,2025-06-30,,USD
DHT,DHT Holdings Inc,2025-08-12,2025-06-30,0.2719,USD
DHTRF,DHTRF,2025-08-05,2025-06-30,0.49,USD
DHX,DHI Group Inc,2025-08-06,2025-06-30,0.01,USD
DIALF,DIALF,2025-07-29,2025-06-30,,USD
DIBS,1stdibs.com Inc,2025-08-06,2025-06-30,-0.15,USD
DICCF,DICCF,2025-08-06,2025-06-30,,USD
DIFTY,DIFTY,2025-07-28,2025-06-30,,JPY
DIGBF,DIGBF,2025-08-14,2025-06-30,0.04,USD
DIISF,DIISF,2025-07-31,2025-06-30,,USD
DIISY,DIISY,2025-09-02,2025-06-30,,USD
DIN,Dine Brands Global Inc,2025-07-31,2025-06-30,1.44,USD
DINO,HF Sinclair Corp,2025-07-31,2025-06-30,0.9584,USD
DINRF,DINRF,2025-07-25,2025-06-30,244.03,USD
DIOD,Diodes Inc,2025-08-07,2025-06-30,0.25,USD
DIOSF,DIOSF,2025-07-28,2025-06-30,,CAD
DIS,Walt Disney Co (The),2025-08-06,2025-06-30,1.47,USD
DISPF,DISPF,2025-07-17,2025-06-30,253.36,USD
DIT,Amcon Distributing Company,2025-07-17,2025-06-30,0,USD
DITHF,DITHF,2025-09-03,2025-07-31,,GBP
DITTF,DITTF,2025-07-31,2025-06-30,286.72,JPY
DIUXF,DIUXF,2025-09-15,2025-06-30,,USD
DIZTF,DIZTF,2025-08-21,2025-06-30,,USD
DJCO,Daily Journal Corporation,2025-08-14,2025-06-30,,USD
DJT,Trump Media & Technology Group Corp,2025-08-08,2025-06-30,,USD
DK,Delek US Holdings Inc,2025-08-12,2025-06-30,-0.7799,USD
DKILF,DKILF,2025-08-05,2025-06-30,301.31,USD
DKILY,DKILY,2025-08-05,2025-06-30,0.1683,USD
DKL,Delek Logistics Partners LP,2025-07-30,2025-06-30,0.882,USD
DKLRF,DKLRF,2025-07-14,2025-06-30,,USD
DKNG,DraftKings Inc - Class A,2025-08-01,2025-06-30,0.117,USD
DKS,Dicks Sporting Goods Inc,2025-08-26,2025-07-31,4.29,USD
DLAKF,DLAKF,2025-07-31,2025-06-30,0.39,EUR
DLAKY,DLAKY,2025-07-31,2025-06-30,0.4563,EUR
DLB,Dolby Laboratories Inc - Class A,2025-08-12,2025-06-30,0.7133,USD
DLEXY,DLEXY,2025-08-26,2025-06-30,,USD
DLHC,DLH Holdings Corp,2025-07-30,2025-06-30,0.04,USD
DLICY,DLICY,2025-08-07,2025-06-30,,JPY
DLKGF,DLKGF,2025-08-21,2025-06-30,,USD
DLMAF,DLMAF,2025-09-10,2025-07-31,1.15,USD
DLNG,Dynagas LNG Partners LP,2025-09-03,2025-06-30,0.24,USD
DLO,DLocal Ltd Class A,2025-08-13,2025-06-30,0.143,USD
DLPRF,DLPRF,2025-08-22,2025-07-31,,USD
DLR,Digital Realty Trust Inc,2025-07-23,2025-06-30,0.3981,USD
DLR-PJ,DLR-PJ,2025-07-23,2025-06-30,,USD
DLR-PK,DLR-PK,2025-07-23,2025-06-30,,USD
DLR-PL,DLR-PL,2025-07-23,2025-06-30,,USD
DLTH,Duluth Holdings Inc - Class B,2025-08-28,2025-07-31,-0.1012,USD
DLTR,Dollar Tree Inc,2025-09-02,2025-07-31,0.3818,USD
DLTTF,DLTTF,2025-09-03,2025-06-30,,USD
DLVEY,DLVEY,2025-08-06,2025-06-30,,USD
DLVHF,DLVHF,2025-08-28,2025-06-30,,USD
DLX,Deluxe Corp,2025-07-29,2025-06-30,0.78,USD
DMAC,DiaMedica Therapeutics Inc,2025-08-06,2025-06-30,-0.185,USD
DMCUF,DMCUF,2025-07-22,2025-06-30,,USD
DMEHF,DMEHF,2025-08-27,2025-06-30,,USD
DMGGF,DMGGF,2025-08-25,2025-06-30,-0.01,USD
DMIFF,DMIFF,2025-07-29,2025-06-30,,USD
DMLP,Dorchester Minerals LP,2025-08-07,2025-06-30,,USD
DMPHF,DMPHF,2025-08-26,2025-06-30,,USD
DMPZF,DMPZF,2025-08-05,2025-06-30,,USD
DMRC,Digimarc Corporation,2025-07-30,2025-06-30,-0.315,USD
DMXCF,DMXCF,2025-09-25,2025-06-30,,USD
DMZPY,DMZPY,2025-08-19,2025-06-30,,USD
DNACF,DNACF,2025-08-06,2025-06-30,30.44,USD
DNB,Dun & Bradstreet Holdings Inc,2025-07-30,2025-06-30,0.234,USD
DNERF,DNERF,2025-08-21,2025-06-30,,USD
DNERY,DNERY,2025-08-20,2025-06-30,,USD
DNFGF,DNFGF,2025-08-28,2025-06-30,,USD
DNFGY,DNFGY,2025-08-27,2025-06-30,,USD
DNGDF,DNGDF,2025-08-13,2025-06-30,0.094,USD
DNGYF,DNGYF,2025-08-26,2025-06-30,,USD
DNKEY,DNKEY,2025-07-18,2025-06-30,0.5045,DKK
DNLI,Denali Therapeutics Inc,2025-07-31,2025-06-30,-0.7126,USD
DNLMY,DNLMY,2025-09-09,2025-06-30,,USD
DNN,Denison Mines Corp,2025-08-07,2025-06-30,-0.0139,USD
DNNGY,DNNGY,2025-08-13,2025-06-30,-0.1761,USD
DNOPF,DNOPF,2025-08-21,2025-06-30,4.77,USD
DNOPY,DNOPY,2025-08-21,2025-06-30,,USD
DNOW,NOW Inc,2025-07-30,2025-06-30,0.2167,USD
DNPCF,DNPCF,2025-08-08,2025-06-30,,JPY
DNPLY,DNPLY,2025-08-06,2025-06-30,,JPY
DNRSF,DNRSF,2025-08-14,2025-06-30,,USD
DNSKF,DNSKF,2025-07-18,2025-06-30,6.55,DKK
DNTCF,DNTCF,2025-08-08,2025-06-30,0.16,USD
DNTUF,DNTUF,2025-08-14,2025-06-30,,USD
DNTUY,DNTUY,2025-08-12,2025-06-30,,USD
DNUT,Krispy Kreme Inc,2025-08-13,2025-06-30,-0.0357,USD
DNZOF,DNZOF,2025-07-31,2025-06-30,31.3,JPY
DNZOY,DNZOY,2025-07-31,2025-06-30,0.4326,JPY
DOC,Healthpeak OP LLC,2025-07-23,2025-06-30,0.0591,USD
DOCN,DigitalOcean Holdings Inc,2025-08-05,2025-06-30,0.4677,USD
DOCS,Doximity Inc - Class A,2025-08-07,2025-06-30,0.31,USD
DOCU,DocuSign Inc,2025-09-04,2025-07-31,0.85,USD
DOGEF,DOGEF,2025-08-13,2025-06-30,-1.14,USD
DOLE,Dole plc,2025-08-14,2025-06-30,0.5108,USD
DOMA,DOMA,2025-08-12,2025-06-30,,USD
DOMH,Dominari Holdings Inc,2025-08-19,2025-06-30,0,USD
DOMO,Domo Inc - Class B,2025-08-21,2025-07-31,-0.068,USD
DOOO,BRP Inc,2025-08-28,2025-07-31,0.337,USD
DORM,Dorman Products Inc,2025-07-30,2025-06-30,1.85,USD
DOUG,Douglas Elliman Inc,2025-08-12,2025-06-30,0.03,USD
DOUUF,DOUUF,2025-07-29,2025-06-30,,USD
DOV,Dover Corp,2025-07-24,2025-06-30,2.39,USD
DOVXF,DOVXF,2025-08-06,2025-06-30,,USD
DOW,Dow Inc,2025-07-24,2025-06-30,-0.14,USD
DOX,Amdocs Ltd,2025-08-06,2025-06-30,1.77,USD
DPBSF,DPBSF,2025-08-14,2025-06-30,1.17,USD
DPCDF,DPCDF,2025-08-27,2025-06-30,,USD
DPLS,DPLS,2025-08-18,2025-06-30,,USD
DPMLF,DPMLF,2025-07-31,2025-06-30,0.46,USD
DPRTF,DPRTF,2025-07-15,2025-05-31,,USD
DPSTF,DPSTF,2025-08-05,2025-06-30,0.62,EUR
DPUKY,DPUKY,2025-08-04,2025-06-30,,USD
DPXCF,DPXCF,2025-08-28,2025-06-30,,USD
DPZ,Dominos Pizza Inc,2025-07-21,2025-06-30,3.96,USD
DPZ,Dominos Pizza Inc,2025-10-08,2025-09-30,3.95,USD
DPZUF,DPZUF,2025-08-27,2025-06-30,,USD
DQ,Daqo New Energy Corp,2025-07-31,2025-06-30,-0.81,USD
DQJCF,DQJCF,2025-08-18,2025-06-30,31.53,USD
DQJCY,DQJCY,2025-08-14,2025-06-30,,USD
DRCT,Direct Digital Holdings Inc Class A,2025-07-28,2025-06-30,-0.05,USD
DRD,DRDGold Ltd,2025-08-27,2025-06-30,,USD
DRDGF,DRDGF,2025-08-27,2025-06-30,,USD
DRDNF,DRDNF,2025-07-29,2025-06-30,,USD
DREM,DREM,2025-09-08,2025-06-30,,USD
DRETF,DRETF,2025-08-14,2025-06-30,,USD
DREUF,DREUF,2025-08-05,2025-06-30,,USD
DRH,Diamondrock Hospitality Company,2025-08-07,2025-06-30,0.1883,USD
DRI,Darden Restaurants Inc,2025-09-25,2025-08-31,2,USD
DRIO,DarioHealth Corp,2025-08-18,2025-06-30,-0.2,USD
DRKOF,DRKOF,2025-08-13,2025-06-30,,USD
DROOF,DROOF,2025-08-07,2025-06-30,,USD
DROR,DROR,2025-08-12,2025-06-30,,USD
DRREF,DRREF,2025-08-06,2025-06-30,,USD
DRRLF,DRRLF,2025-08-25,2025-06-30,,USD
DRRSF,DRRSF,2025-08-26,2025-06-30,,USD
DRS,Leonardo DRS Inc,2025-07-28,2025-06-30,,USD
DRTS,Alpha Tau Medical Ltd,2025-08-21,2025-06-30,-0.1149,USD
DRUNF,DRUNF,2025-08-14,2025-06-30,0.21,USD
DRVN,Driven Brands Holdings Inc,2025-07-30,2025-06-30,0.3229,USD
DRXGF,DRXGF,2025-07-31,2025-06-30,,USD
DRXGY,DRXGY,2025-07-31,2025-06-30,,USD
DRYGF,DRYGF,2025-07-14,2025-06-30,,USD
DSCSY,DSCSY,2025-07-16,2025-06-30,,JPY
DSDVF,DSDVF,2025-07-31,2025-06-30,13.55,USD
DSDVY,DSDVY,2025-07-24,2025-06-30,1.04,DKK
DSECF,DSECF,2025-07-30,2025-06-30,,JPY
DSEEY,DSEEY,2025-07-30,2025-06-30,0.1439,JPY
DSFIY,DSFIY,2025-07-31,2025-06-30,,USD
DSGN,Design Therapeutics Inc,2025-08-11,2025-06-30,-0.2967,USD
DSGR,Distribution Solutions Group Inc,2025-07-30,2025-06-30,0.2467,USD
DSGX,Descartes Systems Group Inc,2025-09-03,2025-07-31,0.57,USD
DSHK,DSHK,2025-08-12,2025-06-30,0,USD
DSHK,DSHK,2025-10-07,2025-09-30,,USD
DSHKN,DSHKN,2025-10-07,2025-09-30,,USD
DSHKO,DSHKO,2025-10-07,2025-09-30,,USD
DSHKP,DSHKP,2025-10-07,2025-09-30,,USD
DSITF,DSITF,2025-09-05,2025-07-31,,GBP
DSKNF,DSKNF,2025-08-06,2025-06-30,,USD
DSKYF,DSKYF,2025-07-31,2025-06-30,23.76,JPY
DSMFF,DSMFF,2025-07-31,2025-06-30,,USD
DSNKY,DSNKY,2025-07-31,2025-06-30,,JPY
DSP,Viant Technology Inc - Class A,2025-08-06,2025-06-30,0.0078,USD
DSRLF,DSRLF,2025-07-31,2025-06-30,1.11,USD
DSSMY,DSSMY,2025-09-03,2025-07-31,,GBP
DSVSF,DSVSF,2025-08-13,2025-06-30,0.06,USD
DSX,Diana Shipping Inc,2025-07-29,2025-06-30,0.03,USD
DSX-PB,DSX-PB,2025-07-29,2025-06-30,,USD
DT,Dynatrace Inc,2025-08-05,2025-06-30,0.3753,USD
DTARF,DTARF,2025-08-28,2025-06-30,,USD
DTATF,DTATF,2025-08-20,2025-06-30,,USD
DTCGF,DTCGF,2025-07-15,2025-06-30,1.2,USD
DTE,DTE Energy Company,2025-07-23,2025-06-30,1.57,USD
DTEAF,DTEAF,2025-09-16,2025-07-31,0,USD
DTEGF,DTEGF,2025-08-07,2025-06-30,0.47,EUR
DTEGY,DTEGY,2025-08-07,2025-06-30,0.5474,EUR
DTGHF,DTGHF,2025-08-01,2025-06-30,1.02,USD
DTGI,DTGI,2025-10-01,2025-07-31,0,USD
DTLIF,DTLIF,2025-09-10,2025-07-31,0.09,USD
DTM,DT Midstream Inc,2025-08-05,2025-06-30,1.03,USD
DTMXF,DTMXF,2025-07-14,2025-06-30,,USD
DTNOF,DTNOF,2025-08-14,2025-06-30,0.21,USD
DTPKF,DTPKF,2025-09-23,2025-06-30,,USD
DTREF,DTREF,2025-10-10,2025-09-30,,USD
DTST,Data Storage Corp,2025-08-18,2025-06-30,-0.01,USD
DTTLY,DTTLY,2025-07-31,2025-05-31,,USD
DTTVY,DTTVY,2025-08-11,2025-06-30,,INR
DTWOF,DTWOF,2025-07-30,2025-05-31,,USD
DTZNY,DTZNY,2025-07-29,2025-06-30,,USD
DTZZF,DTZZF,2025-07-29,2025-06-30,,USD
DUAVF,DUAVF,2025-07-22,2025-06-30,,USD
DUBRF,DUBRF,2025-07-28,2025-06-30,,USD
DUERF,DUERF,2025-08-07,2025-06-30,0.57,USD
DUFRY,DUFRY,2025-07-31,2025-06-30,,USD
DUK,Duke Energy Corp,2025-07-31,2025-06-30,1.25,USD
DUK-PA,DUK-PA,2025-08-04,2025-06-30,,USD
DUOL,Duolingo Inc - Class A,2025-08-06,2025-06-30,0.5802,USD
DUOT,Duos Technologies Group Inc,2025-08-18,2025-06-30,-0.21,USD
DURCF,DURCF,2025-08-26,2025-06-30,,USD
DUSCF,DUSCF,2025-08-14,2025-06-30,,USD
DUSXF,DUSXF,2025-10-08,2025-08-31,0.11,USD
DUVNF,DUVNF,2025-07-30,2025-06-30,,USD
DV,DoubleVerify Holdings Inc,2025-08-05,2025-06-30,0.0565,USD
DVA,DaVita Inc,2025-07-31,2025-06-30,2.78,USD
DVAX,Dynavax Technologies Corp,2025-07-31,2025-06-30,0.096,USD
DVCMY,DVCMY,2025-07-31,2025-06-30,,USD
DVDCF,DVDCF,2025-07-31,2025-06-30,,USD
DVN,Devon Energy Corp,2025-08-05,2025-06-30,0.8497,USD
DVRNF,DVRNF,2025-07-14,2025-06-30,,USD
DVS,Dolly Varden Silver Corporation,2025-08-21,2025-06-30,-0.06,USD
DVSPF,DVSPF,2025-07-23,2025-06-30,,USD
DWAHF,DWAHF,2025-08-06,2025-06-30,89.33,USD
DWAHY,DWAHY,2025-08-06,2025-06-30,0.8213,USD
DWHHF,DWHHF,2025-08-08,2025-06-30,,USD
DWLAF,DWLAF,2025-08-07,2025-06-30,,USD
DWMNF,DWMNF,2025-08-08,2025-06-30,149.38,USD
DWSN,Dawson Geophysical Company,2025-07-30,2025-06-30,0,USD
DWVYF,DWVYF,2025-08-12,2025-06-30,,USD
DX,Dynex Capital Inc,2025-07-21,2025-06-30,0.3628,USD
DX-PC,DX-PC,2025-07-21,2025-06-30,,USD
DXC,DXC Technology Company,2025-08-06,2025-06-30,0.6122,USD
DXCM,Dexcom Inc,2025-07-23,2025-06-30,0.444,USD
DXLG,Destination XL Group Inc,2025-08-28,2025-07-31,-0.025,USD
DXPE,DXP Enterprises Inc,2025-08-07,2025-06-30,1.39,USD
DXYN,Dixie Group Inc,2025-08-06,2025-06-30,,USD
DXYZ,Destiny Tech100 Inc,2025-09-04,2025-06-30,,USD
DY,Dycom Industries Inc,2025-08-20,2025-07-31,2.92,USD
DYAI,Dyadic International Inc DE,2025-08-06,2025-06-30,0,USD
DYFSF,DYFSF,2025-08-14,2025-06-30,,USD
DYLLF,DYLLF,2025-09-26,2025-06-30,-0.0067,USD
DYN,Dyne Therapeutics Inc,2025-07-31,2025-06-30,-0.9393,USD
DYNDF,DYNDF,2025-09-04,2025-06-30,0.05,USD
DZSI,DZSI,2025-09-01,2025-06-30,,USD
E,Eni Spa,2025-07-24,2025-06-30,0.6939,EUR
EA,Electronic Arts Inc,2025-07-28,2025-06-30,0.1203,USD
EAATF,EAATF,2025-07-24,2025-05-31,,USD
EADSF,EADSF,2025-07-30,2025-06-30,1.39,USD
EADSY,EADSY,2025-07-28,2025-06-30,0.363,EUR
EAF,GrafTech International Ltd,2025-07-25,2025-06-30,-0.1284,USD
EAGRF,EAGRF,2025-08-14,2025-06-30,,USD
EAPIF,EAPIF,2025-07-29,2025-06-30,,USD
EARN,Ellington Residential Mortgage REIT,2025-08-06,2025-06-30,0.2362,USD
EAT,Brinker International Inc,2025-08-13,2025-06-30,2.39,USD
EB,Eventbrite Inc - Class A,2025-08-07,2025-06-30,-0.085,USD
EBAY,EBay Inc,2025-07-29,2025-06-30,1.29,USD
EBBGF,EBBGF,2025-07-31,2025-06-30,,USD
EBBNF,EBBNF,2025-07-31,2025-06-30,,USD
EBC,Eastern Bankshares Inc,2025-07-23,2025-06-30,0.3725,USD
EBCOF,EBCOF,2025-08-14,2025-06-30,35.1,USD
EBCOY,EBCOY,2025-08-12,2025-06-30,,USD
EBCRY,EBCRY,2025-08-14,2025-06-30,,USD
EBF,Ennis Inc,2025-09-29,2025-08-31,0.4,USD
EBGEF,EBGEF,2025-07-31,2025-06-30,,USD
EBKDY,EBKDY,2025-07-31,2025-06-30,1.01,EUR
EBKOF,EBKOF,2025-08-01,2025-06-30,1.77,EUR
EBMT,Eagle Bancorp Montana Inc,2025-07-21,2025-06-30,0.4233,USD
EBON,Ebang International Holdings Inc - Class A,2025-08-22,2025-06-30,,USD
EBQLF,EBQLF,2025-09-24,2025-06-30,,USD
EBR,Centrais Eletricas Brasileiras S.A.,2025-08-06,2025-06-30,0.1604,USD
EBR-B,Centrais Eletricas Brasileiras S.A.,2025-08-06,2025-06-30,0.1604,USD
EBRB,EBRB,2025-08-06,2025-06-30,0.1604,USD
EBRGF,EBRGF,2025-07-31,2025-06-30,,USD
EBRPF,EBRPF,2025-07-29,2025-06-30,,USD
EBRZF,EBRZF,2025-07-31,2025-06-30,,USD
EBS,Emergent Biosolutions Inc,2025-08-12,2025-06-30,-0.025,USD
EBTC,Enterprise Bancorp Inc,2025-07-17,2025-06-30,,USD
EC,Ecopetrol SA,2025-08-06,2025-06-30,1504.42,USD
ECAOF,ECAOF,2025-07-29,2025-06-30,,USD
ECAT,BlackRock ESG Capital Allocation Term Trust,2025-09-01,2025-06-30,,USD
ECBK,ECB Bancorp Inc,2025-08-09,2025-06-30,,USD
ECC,Eagle Point Credit Company Inc,2025-08-19,2025-06-30,0.258,USD
ECELF,ECELF,2025-09-02,2025-06-30,,USD
ECG,Everus Construction Group,2025-08-14,2025-06-30,0.62,USD
ECGFF,ECGFF,2025-07-29,2025-06-30,,USD
ECHQF,ECHQF,2025-08-29,2025-06-30,,USD
ECIA,ECIA,2025-07-14,2025-06-30,,USD
ECL,Ecolab Inc,2025-07-28,2025-06-30,1.89,USD
ECLMF,ECLMF,2025-08-28,2025-06-30,,USD
ECMPF,ECMPF,2025-08-28,2025-06-30,,USD
ECNCF,ECNCF,2025-08-06,2025-06-30,0.07,USD
ECNLF,ECNLF,2025-08-28,2025-06-30,0.02,USD
ECO,ECHO BAY MINES LTD,2025-08-12,2025-06-30,0.77,USD
ECORF,ECORF,2025-07-28,2025-06-30,,USD
ECPG,Encore Capital Group Inc,2025-08-06,2025-06-30,1.39,USD
ECRAF,ECRAF,2025-09-03,2025-06-30,,USD
ECRFF,ECRFF,2025-08-18,2025-06-30,,USD
ECRTF,ECRTF,2025-08-20,2025-06-30,-0.02,USD
ECSNF,ECSNF,2025-07-30,2025-06-30,,USD
ECTXF,ECTXF,2025-07-22,2025-06-30,0.83,SEK
ECVT,Ecovyst Inc,2025-07-30,2025-06-30,0.0979,USD
ECVTF,ECVTF,2025-08-06,2025-06-30,,USD
ECWDF,ECWDF,2025-08-05,2025-06-30,,USD
ED,Consolidated Edison Inc,2025-07-31,2025-06-30,0.6223,USD
EDAP,EDAP TMS S.A.,2025-08-20,2025-06-30,-0.1602,USD
EDCFF,EDCFF,2025-08-07,2025-06-30,,ARS
EDDRF,EDDRF,2025-09-02,2025-06-30,,USD
EDDYF,EDDYF,2025-08-28,2025-06-30,,USD
EDEYF,EDEYF,2025-08-28,2025-06-30,,USD
EDGTF,EDGTF,2025-09-18,2025-06-30,,USD
EDIT,Editas Medicine Inc,2025-07-30,2025-06-30,-0.3956,USD
EDN,Empresa Distribuidora y Comercial Norte S.A.,2025-08-12,2025-06-30,0,USD
EDNMY,EDNMY,2025-07-23,2025-06-30,,USD
EDNSF,EDNSF,2025-09-22,2025-06-30,,USD
EDPFY,EDPFY,2025-07-31,2025-06-30,0.889,USD
EDRVF,EDRVF,2025-07-31,2025-06-30,0.07,USD
EDRWY,EDRWY,2025-07-29,2025-06-30,,JPY
EDRY,EuroDry Ltd,2025-08-07,2025-06-30,-0.865,USD
EDTXF,EDTXF,2025-08-08,2025-06-30,,USD
EDU,New Oriental Education & Technology Group Inc,2025-07-30,2025-05-31,0.2932,USD
EDVGF,EDVGF,2025-08-25,2025-06-30,,USD
EDVMF,EDVMF,2025-07-31,2025-06-30,0.5898,USD
EDVR,EDVR,2025-07-17,2025-06-30,,USD
EDWZF,EDWZF,2025-07-29,2025-06-30,,USD
EDXC,EDXC,2025-08-11,2025-06-30,0,USD
EE,Excelerate Energy Inc - Class A,2025-08-06,2025-06-30,0.294,USD
EEEND,EEEND,2025-09-01,2025-06-30,,USD
EEENF,EEENF,2025-09-01,2025-06-30,,USD
EEFT,Euronet Worldwide Inc,2025-07-16,2025-06-30,2.66,USD
EEMMF,EEMMF,2025-08-28,2025-06-30,,USD
EENNF,EENNF,2025-07-31,2025-06-30,,USD
EERGF,EERGF,2025-09-10,2025-06-30,,USD
EEX,Emerald Holding Inc,2025-08-11,2025-06-30,0.015,USD
EFC,Ellington Financial Inc,2025-08-06,2025-06-30,0.3989,USD
EFGIF,EFGIF,2025-07-23,2025-06-30,,USD
EFGSF,EFGSF,2025-08-27,2025-06-30,,USD
EFRGF,EFRGF,2025-08-21,2025-07-31,,CAD
EFRMF,EFRMF,2025-07-14,2025-06-30,,CAD
EFRTF,EFRTF,2025-08-14,2025-06-30,,USD
EFSC,Enterprise Financial Services Corp,2025-07-21,2025-06-30,1.22,USD
EFSCP,Enterprise Financial Services Corp,2025-07-21,2025-06-30,,USD
EFSI,EFSI,2025-07-24,2025-06-30,0.8318,USD
EFVIF,EFVIF,2025-07-29,2025-06-30,,USD
EFX,Equifax Inc,2025-07-15,2025-06-30,1.9,USD
EFXT,Enerflex Ltd,2025-08-07,2025-06-30,0.123,USD
EG,Everest Group Ltd,2025-07-29,2025-06-30,14.96,USD
EGAN,eGain Corp,2025-09-04,2025-06-30,0.055,USD
EGBN,Eagle Bancorp Inc (MD),2025-07-23,2025-06-30,0.51,USD
EGFEF,EGFEF,2025-07-31,2025-06-30,0.09,USD
EGFEY,EGFEY,2025-07-31,2025-06-30,0.0509,USD
EGHSF,EGHSF,2025-09-04,2025-07-31,0.39,CAD
EGHT,8X8 Inc,2025-07-30,2025-06-30,0.0882,USD
EGIEY,EGIEY,2025-08-07,2025-06-30,0,USD
EGKLF,EGKLF,2025-08-06,2025-06-30,,USD
EGLXF,EGLXF,2025-08-18,2025-06-30,-0.0036,USD
EGMCF,EGMCF,2025-08-28,2025-06-30,,USD
EGMLF,EGMLF,2025-07-29,2025-05-31,,USD
EGO,Eldorado Gold Corp,2025-07-31,2025-06-30,0.4317,USD
EGP,Eastgroup Properties Inc,2025-07-21,2025-06-30,1.18,USD
EGPLF,EGPLF,2025-08-28,2025-06-30,,USD
EGRAF,EGRAF,2025-08-18,2025-06-30,,USD
EGRX,Eagle Pharmaceuticals Inc,2025-08-05,2025-06-30,0,USD
EGTIF,EGTIF,2025-08-06,2025-06-30,,USD
EGTYF,EGTYF,2025-08-28,2025-06-30,-0.1,USD
EGY,VAALCO Energy Inc,2025-08-06,2025-06-30,0.02,USD
EH,EHang Holdings Ltd,2025-08-21,2025-06-30,-0.87,USD
EHAB,Enhabit Inc,2025-08-06,2025-06-30,0.1028,USD
EHC,Encompass Health Corp,2025-08-04,2025-06-30,1.21,USD
EHGRF,EHGRF,2025-08-21,2025-06-30,,USD
EHMEF,EHMEF,2025-08-07,2025-06-30,4.05,USD
EHTH,eHealth Inc,2025-08-12,2025-06-30,-1.19,USD
EIFZF,EIFZF,2025-08-11,2025-06-30,0.9,USD
EIG,Employers Holdings Inc,2025-07-29,2025-06-30,1.01,USD
EIHDF,EIHDF,2025-08-14,2025-06-30,,USD
EIPAF,EIPAF,2025-07-25,2025-06-30,0.29,EUR
EIX,Edison International,2025-07-23,2025-06-30,1.43,USD
EJPRF,EJPRF,2025-07-31,2025-06-30,60.44,JPY
EJPRY,EJPRY,2025-07-31,2025-06-30,,JPY
EKDHF,EKDHF,2025-09-15,2025-06-30,,USD
EKGGF,EKGGF,2025-08-28,2025-06-30,,USD
EKIVF,EKIVF,2025-08-15,2025-06-30,,USD
EKSO,Ekso Bionics Holdings Inc,2025-07-28,2025-06-30,-0.08,USD
